ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contactset_ID,Respondent
set24-DEM02_DEME02-1,set24-F,DEM02_DEME02-1,Yes,DEM02_DEME02-1-yes,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM02_DEME02-1,set25-F,DEM02_DEME02-1,Yes,DEM02_DEME02-1-yes,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM02_DEME02-1,set27-F,DEM02_DEME02-1,?,,,,set27,Dineke Schokkin
set28-DEM02_DEME02-1,set28-F,DEM02_DEME02-1,Yes,DEM02_DEME02-1-yes,"EK: There is no hard evidence for the latter two options (institutionalised procedure, and ceremonial exchange), but it is possible that there are/were some instances of this kind of exchange. As I wrote for the trade answer, it seems that important rituals involved a male initiate's paternal relatives, in which case they would be speakers of the same tribe/language. So I am inclined to say ""No"" for the latter two options.",,set28,Eri Kashima & Dineke Schokkin
set29-DEM02_DEME02-1,set29-F,DEM02_DEME02-1,No,DEM02_DEME02-1-no,"Although individual gift exchange does occur (see earlier description of gift of tamarind seeds from Yan-nhangu landowner to Gun-nartpa man), most exchange occurs within highly ritualised exchange ceremonies such as Rom and Marrajiri (semi-publicly displayed gift artefact) or funerals and initiation ceremonies.",,set29,Jill Vaughan
set30-DEM02_DEME02-1,set30-F,DEM02_DEME02-1,Yes,DEM02_DEME02-1-yes,"In these respects, South Saami are just as much a Swedish/Norwegian citizen as they are Saami.",,set30,Richard Kowalik
set31-DEM02_DEME02-1,set31-F,DEM02_DEME02-1,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM02_DEME02-1,set32-F,DEM02_DEME02-1,?,,,,set32,Hannah Haynie
set33-DEM02_DEME02-1,set33-F,DEM02_DEME02-1,?,,,,set33,Anna Berge
set34-DEM02_DEME02-1,set34-F,DEM02_DEME02-1,?,,,,set34,Erika Sandman
set01-DEM02_DEME02-2,set01-F,DEM02_DEME02-2,Yes,DEM02_DEME02-2-yes,"Lexical and structural exchanges between Nuxalk and North Wakashan happened, through time and space, at different locations and for various reasons (trade, intermarriage, warfare, shared rituals)",,set01,Hank Nater
set02-DEM02_DEME02-2,set02-F,DEM02_DEME02-2,Yes,DEM02_DEME02-2-yes,[See above],,set02,Mathias Jenny
set03-DEM02_DEME02-2,set03-F,DEM02_DEME02-2,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM02_DEME02-2,set04-F,DEM02_DEME02-2,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM02_DEME02-2,set05-F,DEM02_DEME02-2,B,DEM02_DEME02-2-B,I don't know,,set05,Ellen Smith-Dennis
set06a-DEM02_DEME02-2,set06a-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set06a,Joseph M Brincat
set07-DEM02_DEME02-2,set07-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set07,Admire Phiri
set08-DEM02_DEME02-2,set08-F,DEM02_DEME02-2,Yes,DEM02_DEME02-2-yes,[See above],,set08,Ross Bowden
set09-DEM02_DEME02-2,set09-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,[See above],,set09,Lameen Souag
set10-DEM02_DEME02-2,set10-F,DEM02_DEME02-2,?,,,,set10,Anonymous
set11-DEM02_DEME02-2,set11-F,DEM02_DEME02-2,?,,,,set11,Alexander Cobbinah
set12-DEM02_DEME02-2,set12-F,DEM02_DEME02-2,Yes,DEM02_DEME02-2-yes,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM02_DEME02-2,set13-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set13,Jerry K. Jacka
set14-DEM02_DEME02-2,set14-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,[See above],,set14,Ana María Ospina Bozzi
set15-DEM02_DEME02-2,set15-F,DEM02_DEME02-2,?,,,,set15,Bruno Olsson
set16-DEM02_DEME02-2,set16-F,DEM02_DEME02-2,?,,,,set16,Katja Hannß
set17-DEM02_DEME02-2,set17-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set17,Rosnátaly Avelino
set18-DEM02_DEME02-2,set18-F,DEM02_DEME02-2,B,DEM02_DEME02-2-B,[See above],,set18,Ruth Singer
set19-DEM02_DEME02-2,set19-F,DEM02_DEME02-2,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM02_DEME02-2,set20-F,DEM02_DEME02-2,?,,,,set20,Arun Ghosh
set21-DEM02_DEME02-2,set21-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set21,Georg Ziegelmeyer
set22-DEM02_DEME02-2,set22-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set22,Elizabeth Hall
set23-DEM02_DEME02-2,set23-F,DEM02_DEME02-2,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM02_DEME02-2,set24-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM02_DEME02-2,set25-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM02_DEME02-2,set27-F,DEM02_DEME02-2,?,,,,set27,Dineke Schokkin
set28-DEM02_DEME02-2,set28-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set28,Eri Kashima & Dineke Schokkin
set29-DEM02_DEME02-2,set29-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,"Although individual gift exchange does occur (see earlier description of gift of tamarind seeds from Yan-nhangu landowner to Gun-nartpa man), most exchange occurs within highly ritualised exchange ceremonies such as Rom and Marrajiri (semi-publicly displayed gift artefact) or funerals and initiation ceremonies.",,set29,Jill Vaughan
set30-DEM02_DEME02-2,set30-F,DEM02_DEME02-2,No,DEM02_DEME02-2-no,,,set30,Richard Kowalik
set31-DEM02_DEME02-2,set31-F,DEM02_DEME02-2,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM02_DEME02-2,set32-F,DEM02_DEME02-2,?,,,,set32,Hannah Haynie
set33-DEM02_DEME02-2,set33-F,DEM02_DEME02-2,?,,,,set33,Anna Berge
set34-DEM02_DEME02-2,set34-F,DEM02_DEME02-2,?,,,,set34,Erika Sandman
set01-DEM02_DEME02-3,set01-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,"Lexical and structural exchanges between Nuxalk and North Wakashan happened, through time and space, at different locations and for various reasons (trade, intermarriage, warfare, shared rituals)",,set01,Hank Nater
set02-DEM02_DEME02-3,set02-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,[See above],,set02,Mathias Jenny
set03-DEM02_DEME02-3,set03-F,DEM02_DEME02-3,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM02_DEME02-3,set04-F,DEM02_DEME02-3,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM02_DEME02-3,set05-F,DEM02_DEME02-3,B,DEM02_DEME02-3-B,I don't know,,set05,Ellen Smith-Dennis
set06a-DEM02_DEME02-3,set06a-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set06a,Joseph M Brincat
set07-DEM02_DEME02-3,set07-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set07,Admire Phiri
set08-DEM02_DEME02-3,set08-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,[See above],,set08,Ross Bowden
set09-DEM02_DEME02-3,set09-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,[See above],,set09,Lameen Souag
set10-DEM02_DEME02-3,set10-F,DEM02_DEME02-3,?,,,,set10,Anonymous
set11-DEM02_DEME02-3,set11-F,DEM02_DEME02-3,?,,,,set11,Alexander Cobbinah
set12-DEM02_DEME02-3,set12-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM02_DEME02-3,set13-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set13,Jerry K. Jacka
set14-DEM02_DEME02-3,set14-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,[See above],,set14,Ana María Ospina Bozzi
set15-DEM02_DEME02-3,set15-F,DEM02_DEME02-3,?,,,,set15,Bruno Olsson
set16-DEM02_DEME02-3,set16-F,DEM02_DEME02-3,?,,,,set16,Katja Hannß
set17-DEM02_DEME02-3,set17-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set17,Rosnátaly Avelino
set18-DEM02_DEME02-3,set18-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,[See above],,set18,Ruth Singer
set19-DEM02_DEME02-3,set19-F,DEM02_DEME02-3,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM02_DEME02-3,set20-F,DEM02_DEME02-3,?,,,,set20,Arun Ghosh
set21-DEM02_DEME02-3,set21-F,DEM02_DEME02-3,B,DEM02_DEME02-3-B,,,set21,Georg Ziegelmeyer
set22-DEM02_DEME02-3,set22-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set22,Elizabeth Hall
set23-DEM02_DEME02-3,set23-F,DEM02_DEME02-3,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM02_DEME02-3,set24-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM02_DEME02-3,set25-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM02_DEME02-3,set27-F,DEM02_DEME02-3,?,,,,set27,Dineke Schokkin
set28-DEM02_DEME02-3,set28-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set28,Eri Kashima & Dineke Schokkin
set29-DEM02_DEME02-3,set29-F,DEM02_DEME02-3,Yes,DEM02_DEME02-3-yes,"Although individual gift exchange does occur (see earlier description of gift of tamarind seeds from Yan-nhangu landowner to Gun-nartpa man), most exchange occurs within highly ritualised exchange ceremonies such as Rom and Marrajiri (semi-publicly displayed gift artefact) or funerals and initiation ceremonies.",,set29,Jill Vaughan
set30-DEM02_DEME02-3,set30-F,DEM02_DEME02-3,No,DEM02_DEME02-3-no,,,set30,Richard Kowalik
set31-DEM02_DEME02-3,set31-F,DEM02_DEME02-3,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM02_DEME02-3,set32-F,DEM02_DEME02-3,?,,,,set32,Hannah Haynie
set33-DEM02_DEME02-3,set33-F,DEM02_DEME02-3,?,,,,set33,Anna Berge
set34-DEM02_DEME02-3,set34-F,DEM02_DEME02-3,?,,,,set34,Erika Sandman
set02-DEM03_DEME03-1,set02-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"the only factor that is involved in determining the kind/extent of exchange is the place of origin/residence of the involved people; other points may be relevant on a n individual level, but not generally, as the two societies are closely intertwined",,set02,Mathias Jenny
set03-DEM03_DEME03-1,set03-F,DEM03_DEME03-1,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM03_DEME03-1,set04-F,DEM03_DEME03-1,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM03_DEME03-1,set05-F,DEM03_DEME03-1,B,DEM03_DEME03-1-B,,,set05,Ellen Smith-Dennis
set06a-DEM03_DEME03-1,set06a-F,DEM03_DEME03-1,Yes,DEM03_DEME03-1-yes,"This kind of exchange can take place when the family members of the Sicilian husband or wife come over from Sicily, and when Maltese family members visit a relative who has married a Sicilian and lives in Sicily. Naturally, gifts differ when presented to males or females.",,set06a,Joseph M Brincat
set07-DEM03_DEME03-1,set07-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,,,set07,Admire Phiri
set08-DEM03_DEME03-1,set08-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"Men exclusively had (male) trading partners, who they knew well and could communicate with in the other's language. Women had no formal exchange partners and traded at communal markets in silence or, less commonly, through the use of a trade pidgin.",,set08,Ross Bowden
set09-DEM03_DEME03-1,set09-F,DEM03_DEME03-1,Yes,DEM03_DEME03-1-yes,"Profession, religiously sanctioned: Talebs (religious specialists) are asked to read portions of the Qur'an at certain types of feasts and funerary practices.
Descent group: On Mawlid, one particular family gets together to make a big platter of couscous for everyone else.
Race/ethnicity: Arabs have different traditions for certain celebrations.

Age: Children don't organize events.

Place identity: People normally invite their neighbours.
Gender: Everything is more or less gender-segregated.
Other communities of practice: probably, but I can't think of any examples at the moment.",,set09,Lameen Souag
set10-DEM03_DEME03-1,set10-F,DEM03_DEME03-1,?,,,,set10,Anonymous
set11-DEM03_DEME03-1,set11-F,DEM03_DEME03-1,?,,,,set11,Alexander Cobbinah
set12-DEM03_DEME03-1,set12-F,DEM03_DEME03-1,Yes,DEM03_DEME03-1-yes,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM03_DEME03-1,set13-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,,,set13,Jerry K. Jacka
set14-DEM03_DEME03-1,set14-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"In the region, involvement in exchange practices is based on ethnicity, which is associated with territory and language affiliation; also, specially male adults participate in exchange practices.",,set14,Ana María Ospina Bozzi
set15-DEM03_DEME03-1,set15-F,DEM03_DEME03-1,?,,,,set15,Bruno Olsson
set16-DEM03_DEME03-1,set16-F,DEM03_DEME03-1,?,,,,set16,Katja Hannß
set17-DEM03_DEME03-1,set17-F,DEM03_DEME03-1,Yes,DEM03_DEME03-1-yes,,,set17,Rosnátaly Avelino
set18-DEM03_DEME03-1,set18-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,,,set18,Ruth Singer
set19-DEM03_DEME03-1,set19-F,DEM03_DEME03-1,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM03_DEME03-1,set20-F,DEM03_DEME03-1,?,,,,set20,Arun Ghosh
set21-DEM03_DEME03-1,set21-F,DEM03_DEME03-1,Yes,DEM03_DEME03-1-yes,,,set21,Georg Ziegelmeyer
set22-DEM03_DEME03-1,set22-F,DEM03_DEME03-1,B,DEM03_DEME03-1-B,,,set22,Elizabeth Hall
set23-DEM03_DEME03-1,set23-F,DEM03_DEME03-1,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM03_DEME03-1,set24-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"Land ownership is not so relevant because the land is usually communal.
As for the Spanish group, exchange usually happens with certain groups. Affiliation to certain political, religious, acaDEMEic groups, governmental and non-governmental organizations as well as certain other 'visitors' to the Qom communities are relevant factors.
Local political leaders, for example, provide the communities with gifts in exchange for votes. The INTA (a scientific group that deals with agricultural and farming activities) gives out seeds for communal gardens.",,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM03_DEME03-1,set25-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"Involvement in Exchange practices differ based on whether: i. a person is a shaman or not, and ii. the Western Toba bands and Wichí small family groups were neighboring or not.",,set25,María Belén Carpio & Marcela Mendoza
set27-DEM03_DEME03-1,set27-F,DEM03_DEME03-1,?,,,,set27,Dineke Schokkin
set28-DEM03_DEME03-1,set28-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,"There is significant overlap between tribe and place identity, I would treat these as one and the same, not two different factors.",,set28,Eri Kashima & Dineke Schokkin
set29-DEM03_DEME03-1,set29-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,,,set29,Jill Vaughan
set30-DEM03_DEME03-1,set30-F,DEM03_DEME03-1,No,DEM03_DEME03-1-no,,,set30,Richard Kowalik
set31-DEM03_DEME03-1,set31-F,DEM03_DEME03-1,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM03_DEME03-1,set32-F,DEM03_DEME03-1,?,,,,set32,Hannah Haynie
set33-DEM03_DEME03-1,set33-F,DEM03_DEME03-1,?,,,,set33,Anna Berge
set34-DEM03_DEME03-1,set34-F,DEM03_DEME03-1,?,,,,set34,Erika Sandman
set02-DEM03_DEME03-2,set02-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,[See above],,set02,Mathias Jenny
set03-DEM03_DEME03-2,set03-F,DEM03_DEME03-2,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM03_DEME03-2,set04-F,DEM03_DEME03-2,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM03_DEME03-2,set05-F,DEM03_DEME03-2,B,DEM03_DEME03-2-B,,,set05,Ellen Smith-Dennis
set06a-DEM03_DEME03-2,set06a-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,"This kind of exchange can take place when the family members of the Sicilian husband or wife come over from Sicily, and when Maltese family members visit a relative who has married a Sicilian and lives in Sicily. Naturally, gifts differ when presented to males or females.",,set06a,Joseph M Brincat
set07-DEM03_DEME03-2,set07-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,,,set07,Admire Phiri
set08-DEM03_DEME03-2,set08-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,[See above],,set08,Ross Bowden
set09-DEM03_DEME03-2,set09-F,DEM03_DEME03-2,Yes,DEM03_DEME03-2-yes,,,set09,Lameen Souag
set10-DEM03_DEME03-2,set10-F,DEM03_DEME03-2,?,,,,set10,Anonymous
set11-DEM03_DEME03-2,set11-F,DEM03_DEME03-2,?,,,,set11,Alexander Cobbinah
set12-DEM03_DEME03-2,set12-F,DEM03_DEME03-2,Yes,DEM03_DEME03-2-yes,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM03_DEME03-2,set13-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,,,set13,Jerry K. Jacka
set14-DEM03_DEME03-2,set14-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,[See above],,set14,Ana María Ospina Bozzi
set15-DEM03_DEME03-2,set15-F,DEM03_DEME03-2,?,,,,set15,Bruno Olsson
set16-DEM03_DEME03-2,set16-F,DEM03_DEME03-2,?,,,,set16,Katja Hannß
set17-DEM03_DEME03-2,set17-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,,,set17,Rosnátaly Avelino
set18-DEM03_DEME03-2,set18-F,DEM03_DEME03-2,No,DEM03_DEME03-2-no,,,set18,Ruth Singer
set19-DEM03_DEME03-2,set19-F,DEM03_DEME03-2,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM03_DEME03-2,set20-F,DEM03_DEME03-2,?,,,,set20,Arun Ghosh
set21-DEM03_DEME03-2,set21-F,DEM03_DEME03-2,Yes,DEM03_DEME03-2-yes,,,set21,Georg Ziegelmeyer
set22-DEM03_DEME03-2,set22-F,DEM03_DEME03-2,B,DEM03_DEME03-2-B,,,set22,Elizabeth Hall
set23-DEM03_DEME03-2,set23-F,DEM03_DEME03-2,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM03_DEME03-2,set24-F,DEM03_DEME03-2,Yes,DEM03_DEME03-2-yes,[See above],,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM03_DEME03-2,set25-F,DEM03_DEME03-2,Yes,DEM03_DEME03-2-yes,[See above],,set25,María Belén Carpio & Marcela Mendoza
