Version,Set,Old_Set_ID,CID,QID,Sub-ID,Wording,Response,Comment,Respondent,Dom,DomOrder,DataType,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Surname,[q2o1answer],FLang,F_ISO,F_Glottocode,[q2o2answer],NLang,N_ISO,N_Glottocode,ContactPair,ContactPair_ISO,ContctPair_Glottocode,AArea,Reviewer
1.0.0,set15,set43,O1,DLC11,,19. What language do [q2o1answer] people typically speak with [q2o2answer] people in the local community?,This is highly contextual,Marind and Papuan Malay. I have no information about the pre-colonial situation (e.g. if Marind women who married into the village aqcuired Marori). Given the huge amount of Marind loanwords (in particular in the female domain of sago processing) I suspect Marind was used to some extent,Bruno Olsson,DLC,4,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O2,DLC12,,20. Do [q2o1answer] people typically simplify their language when speaking with [q2o2answer] people in the local community?,B,I have no information about this.,Bruno Olsson,DLC,4,Types,Yes,No,This is highly contextual,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O3,DLC13,,"21. Typically in the local community, how fluently do [q2o1answer] people speak the [q2o2answer] language?",A little fluently,The use of Papuan Malay means that there is little incentive for mastering Marori. This was probably different in pre-colonial times.,Bruno Olsson,DLC,4,Scalar,Very fluently,Fluently,Somewhat fluently,A little fluently,Not fluently at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I1,DLC09,,22. What language do [q2o2answer] people typically speak with [q2o1answer] people in the local community?,This is highly contextual,Papuan Malay and Marind,Bruno Olsson,DLC,4,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I2,DLC10,,"23. Typically in the local community, how well do [q2o1answer] people understand the [q2o2answer] language?",Well,Depends. Marind people who marry into the Marori seem to understand well; Marind people who don't live with the Marori only understand common words and phrases.,Bruno Olsson,DLC,4,Scalar,Very well,Well,Somewhat,Poorly,Very poorly,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T1,DLC31,,24. How much do [q2o1answer] children participate in the activities of the local community?,They participate a little,Excluding children in mixed Marind-Marori households. I'm not aware of many other Marind children spending much time in the Marori community.,Bruno Olsson,DLC,4,Scalar,They practically always participate,They participate a lot,They participate somewhat,They participate a little,They practically never participate,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLC03,DLC03-1,"25. Looking after children in the local community. Typically, do adults other than the parents look after children up to five year of age in the local community?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLC03,DLC03-2,"25. Looking after children in the local community. Typically, do parents look after children up to five year of age in the local community?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLC03,DLC03-3,"25. Looking after children in the local community. Typically, do children from sibling-kin groups look after children up to five year of age in local community?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DLC03,DLC03-4,"25. Looking after children in the local community. Typically, do children up to five year of age look after each other as part of the same peer group in the local community?",Yes,,Bruno Olsson,DLC,4,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T11,DLC20,,"26. Typically in the local community, how much supervision do adults provide to children’s own activities, such as playing?",Little supervision,,Bruno Olsson,DLC,4,Scalar,Constant supervision,A lot of supervision,Some supervision,Little supervision,No supervision at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T2,DLC21,,27. What language do [q2o2answer] adults typically speak to a [q2o1answer] children?,Some other language,Nowadays Papuan Malay. Not sure about pre-colonial times.,Bruno Olsson,DLC,4,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T4,DLC22,,"28. Typically, what language do [q2o1answer] children from four/five year of age prefer to speak with [q2o2answer] adults?",Some other language,Nowadays Papuan Malay. Not sure about pre-colonial times.,Bruno Olsson,DLC,4,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T5,DLC23,,"29. Typically, what language would a [q2o1answer] child speak to [q2o2answer] children in the local community?",Some other language,Nowadays Papuan Malay. Not sure about pre-colonial times.,Bruno Olsson,DLC,4,Types,[q2o1answer] children do not interact with [q2o2answer] children],The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E1,DLC96,,"30. List any other groups that the [q2o1answer] formed local communities with in the past, in so far as you believe this had linguistic consequences for the [q2o1answer] language. Where possible, please also give an indication of when this happened.","Over the last millenium or so, there must have been contact with speakers of Yam, Awyu, Yelmek-Maklew, Kuni-Boazi languages, as suggested by a small number of loans and some instances of structural influence.
A very small number of possible loans suggest early contact with some unknown Oceanic group(s).
Last 100 years: intense contact with varieties of Malay/Indonesian.",NA,Bruno Olsson,DLC,4,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E4,DLC97,,"31. What type of data informed your answers to the questions in the domain of local community, overall?",Impressions from my own fieldwork with the exact or related community Published materials by other researchers in other fields,NA,Bruno Olsson,DLC,4,TypesMultiple,Impressions from my own fieldwork with the exact or related community,Reports from language consultants,Published or ongoing research project of my own on topics covered in this questionnaire,Published material by linguists,Published materials by other researchers in other fields,Other,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E5,DLC98,,32. How certain are you in your responses for the domain of local community?,Uncertain,NA,Bruno Olsson,DLC,4,Scalar,Very certain,Certain,Somewhat certain,Uncertain,Very uncertain,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,E6,DLC99,,33. List any comments or notes that you feel are relevant to this section of the questionnaire.,,NA,Bruno Olsson,DLC,4,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P1,DKN00,,1. Have [q2o1answer] and [q2o2answer] people occupied the same spaces of knowledge transfer together?,Yes,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P2,DKN0a,,2. How long have [q2o1answer] and [q2o2answer] people been involved in the knowledge domain together for?,500-1000 years,"Speculative. The Marori have assimilated completely to the Marind system of cults and totems, so there must have been knowledge transfer in this area.",Bruno Olsson,DKN,3,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P2N,DKN0aN,,"Coarse time range, numerical",1020-2020,NA,Bruno Olsson,DKN,3,Value,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P3,DKN0b,,3. What is the time frame when the largest number of people had the most opportunities for interaction in the knowledge domain?,unknown,,Bruno Olsson,DKN,3,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P3N,DKN0bN,,"Coarse time range, numerical",1020-2020,NA,Bruno Olsson,DKN,3,Value,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,P4,DKN01,,"4. What other languages, if any, are spoken in the knowledge domain?",,,Bruno Olsson,DKN,3,Comment,NA,NA,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D1,DKN02,,5. The most influential form of knowledge in this contact scenario is:,Local,,Bruno Olsson,DKN,3,Types,Global,Local,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D4,DKN04,,6. The relationship between [q2o1answer] people and [q2o2answer] people in the knowledge domain can typically be characterised as:,"[q2o1answer] people are masters, [q2o2answer] are novices","The traditional religion, clan system, etc., were presumably adopted by the Marori people from the Marind.",Bruno Olsson,DKN,3,Types,"[q2o1answer] people are masters, [q2o2answer] are novices","[q2o2answer] people are masters, [q2o1answer] are novices",None of the above,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D6,DKN05,,7. Where does knowledge transmission between [q2o1answer] people and [q2o2answer] people typically take place?,This is highly contextual,"Intermarriage was probably crucial for transmission of cult and clan systems, but also intervillage participation in traditional religious festivities.",Bruno Olsson,DKN,3,Types,At places which belong to the [q2o1answer],At places which belong to the [q2o2answer],At places which belong to some other group,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D11,DKN28,,8. How much influence can the [q2o1answer] people exert over the decision of what constitutes legitimate knowledge in this domain?,Influence is practically always exerted,,Bruno Olsson,DKN,3,Scalar,Influence is practically always exerted,Influence is very much exerted,Influence is somewhat exerted,Influence is exerted very little,Influence is practically never exerted,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D9,DKN06,,9. Are there any speech styles used in the knowledge domain?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D12,DKN31,,"10. How often are these speech styles typically used in knowledge transmission, in comparison with unmonitored speech?",NA,NA,Bruno Olsson,DKN,3,Scalar,Always,Sometimes,As much as unmonitored speech,Rarely,Never,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-1,"11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on hierarchies associated to profession or wealth, such as a person's class and caste?",No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-2,"11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on whether a person belongs to some magico-religiously sanctioned group, such as religious denomination?",No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-3,"11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person's descent group, such as clan, house, lineage group, kinship group?",Yes,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-4,"11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person’s group of land ownership, such as tribe, clan, territorial group?",Yes,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-5,"11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person’s race, ethnicity, or some other similar grouping?",No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-6,11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person’s age or life stage?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-7,11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person’s place identity and affiliation?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-8,11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on a person’s sex or gender?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D3,DKN03,DKN03-9,11. Involvement in the knowledge domain. Does involvement in the knowledge domain differ based on any other communities of practice?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,D10,DKN07,,12. Do [q2o1answer] people experience the knowledge domain differently depending on social group?,No,,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S1,DKN08,,13. How often do [q2o1answer] people interact with [q2o2answer] people in the knowledge domain?,Sometimes,Difficult to answer. Intermarriage must have been on-going; major religious festivities took place every few years.,Bruno Olsson,DKN,3,Scalar,Very often,Often,Sometimes,Rarely,Very rarely,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S3,DKN10,,14. How many people are typically involved in interactions between [q2o1answer] people and [q2o2answer] people in the knowledge domain?,Interactions are practically never under 5 people,Traditional religious festivities would involve hundreds of participants.,Bruno Olsson,DKN,3,Scalar,Interactions are practically always under 5 people,Interactions are  often under 5 people,Interactions are sometimes under 5 people,Interactions are rarely under 5 people,Interactions are practically never under 5 people,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S4,DKN11,,15. How physically proximate to each other are people in the knowledge domain?,Proximate to each other,,Bruno Olsson,DKN,3,Scalar,Very proximate to each other,Proximate to each other,Somewhat proximate to each other,Far from each other,Very far from each other,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S5,DKN12,,16. How would you rate the overall relationship between [q2o1answer] and [q2o2answer] people in the knowledge domain?,Friendly,,Bruno Olsson,DKN,3,Scalar,Friendly,Somewhat friendly,Neutral,Somewhat hostile,Hostile,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S6,DKN29,,"17. What is the proportion of total [q2o1answer] people who have opportunities for contact with [q2o2answer] people, in the knowledge domain?",Few people,,Bruno Olsson,DKN,3,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,S7,DKN30,,"18. What is the proportion of total [q2o2answer] people who have opportunities for contact with [q2o1answer] people, in the knowledge domain?",Almost everyone,,Bruno Olsson,DKN,3,Scalar,Almost everyone,Many people,Some people,Few people,Practically no one,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BA,DKN13,,19. What is the overall attitude that [q2o1answer] people have towards [q2o2answer] people in the knowledge domain?,Positive,,Bruno Olsson,DKN,3,Scalar,Very positive,Positive,Neutral,Negative,Very negative,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BH,DKN14,,"20. How do [q2o1answer] people view themselves overall in relation to [q2o2answer] people, in the context of the knowledge domain?",[q2o1answer] see themselves as superior to [q2o2answer],,Bruno Olsson,DKN,3,Scalar,[q2o1answer] see themselves as very superior to [q2o2answer],[q2o1answer] see themselves as superior to [q2o2answer],[q2o1answer] see themselves as neither superior nor inferior to [q2o2answer],[q2o1answer] see themselves as inferior to [q2o2answer],[q2o1answer] see themselves as very inferior to [q2o2answer],NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,BI,DKN16,,21. What language do [q2o1answer] people expect to be used with [q2o2answer] people in the knowledge domain?,The [q2o1answer] language,Papuan Malay nowadays.,Bruno Olsson,DKN,3,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O1,DKN17,,22. What language do [q2o1answer] people typically speak with [q2o2answer] people when in the knowledge domain?,The [q2o1answer] language,"Traditionally Marind, nowadays Papuan Malay (including between spouses from the two groups)",Bruno Olsson,DKN,3,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O2,DKN18,,23. Do [q2o1answer] people typically simplify their language when speaking with [q2o2answer] people in the knowledge domain?,B,I don't know.,Bruno Olsson,DKN,3,Types,Yes,No,This is highly contextual,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,O3,DKN19,,"24. Typically in the knowledge domain, how fluently do [q2o1answer] people speak the [q2o2answer] language?",NA,NA,Bruno Olsson,DKN,3,Scalar,Very fluently,Fluently,Somewhat fluently,A little fluently,Not fluently at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I1,DKN20,,25. What language do [q2o2answer] people typically speak with [q2o1answer] people in the knowledge domain?,The [q2o1answer] language,,Bruno Olsson,DKN,3,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,I2,DKN21,,"26. Typically in the knowledge domain, how well do [q2o1answer] people understand the [q2o2answer] language?",NA,NA,Bruno Olsson,DKN,3,Scalar,Very well,Well,Somewhat,Poorly,Very poorly,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T1,DKN22,,27. How much do [q2o1answer] children participate in the activities of the knowledge domain?,B,unknown,Bruno Olsson,DKN,3,Scalar,They practically always participate,They participate a lot,They participate somewhat,They participate a little,They practically never participate,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DKN23,DKN23-1,"28. Looking after children in the knowledge domain. Typically, do adults other than the parents look after children up to five year of age in the knowledge domain?",B,unknown,Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DKN23,DKN23-2,"28. Looking after children in the knowledge domain. Typically, do parents look after children up to five year of age in the knowledge domain?",B,[See above],Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DKN23,DKN23-3,"28. Looking after children in the knowledge domain. Typically, do children from sibling-kin groups look after children up to five year of age in the knowledge domain?",B,[See above],Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T6,DKN23,DKN23-4,"28. Looking after children in the knowledge domain. Typically, do children up to five year of age look after each other as part of the same peer group in the knowledge domain?",B,[See above],Bruno Olsson,DKN,3,Binary-YesNo,Yes,No,NA,NA,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T11,DKN27,,"29. Typically, how much structured instruction do adults provide to children in the knowledge domain?",B,unknown,Bruno Olsson,DKN,3,Scalar,Constant structured supervision,A lot of structured supervision,Some structured supervision,Little structured supervision,Almost no structured supervision at all,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T2,DKN24,,30. What language do [q2o2answer] adults typically speak to a [q2o1answer] children in the knowledge domain?,B,unknown,Bruno Olsson,DKN,3,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
1.0.0,set15,set43,T4,DKN25,,"31. Typically, what language do [q2o1answer] children from four/five year of age prefer to speak with [q2o2answer] adults?",B,unknown,Bruno Olsson,DKN,3,Types,The [q2o1answer] language,The [q2o2answer] language,Some other language,This is highly contextual,NA,NA,NA,NA,Olsson,Marind,Marind,mrz,nucl1622,Marori,Marori,mok,moro1289,Marind - Marori,mrz-mok,nucl1622-moro1289,Southern New Guinea,"EK, OR"
